asin,overall,reviewText,summary,verified,vote
B00INQVYZ8,5.0,"The Tickr has a tiny improvement over the older model from Wahoo: it goes dark on Bluetooth after a few minutes of no HR detection. This is a great move, as Strava and other apps sometimes keep an open connection to the device even after you've finished a workout.

I love this heart rate monitor.","This is a great move, as Strava and other apps sometimes keep ...",True,
B00INQVYZ8,4.0,Great way to transition from ANT+ to low voltage bluetooth.  Can use as either.  I have several bike and do not want to change heart monitors for each bike.,Great way to transition from ANT+ to low voltage bluetooth,False,
B00INQVYZ8,5.0,"Links right away to my iPhone 6, using it with moto x for mountain biking .",Works well.,True,
B00INQVYZ8,4.0,It works with iphone 6. Little tricky to pair but it can be done. I put 4 stars because of the relatively painful pairing process,Good monitor,True,3
B00INQVYZ8,5.0,"i bought this for my wife, and then i stole hers so i'm back for one of my own. i have had seveal heart rate monitors over the years, none have worked for very long. now i just bought this one, but the thing that took down the others was jumping and my very hairy chest, this one reads right through my hair just fine, and on top of that i have jumped and jogged with no problems at all. works great with the edomondo app just have to pair it and adjust your settings as to which thing you want to veiw in your main screen by tapping on one of the informational boxes","great would buy again, actualy i did this is my second",True,
B00INQVYZ8,5.0,Been using this monitor for several weeks now with the wahoo iPhone app. Seems to be very consistent and the connection remains strong. A very reasonable priced heart rate monitor that is very simple to use. The app could use a few tweaks to be more specific to workouts other than running/spinning default but if you are looking for monitoring your heart rate and seeing calorie burn this will easily meet your needs.,The app could use a few tweaks to be more specific to workouts other than running/spinning default but if you are looking for mo,True,
B00INQVYZ8,4.0,Good monitor I use for battle rope training with android phone.  Look for the best app for you.  I use (SGT) Sport Gear Tracker and wahoo fitness.  Use electrode gel makes a lot of difference.  Dissappointed when laying vertical doing bench press cuts out frequently.  Other than that good.,Good monitor I use for battle rope training with android ...,True,2
B00INQVYZ8,5.0,"I bought this, since I was on the lookout for an HRM - and not the ones that come with activity trackers. I narrowed down on this since it seemed to have both ANT+ and BT. I have currently used it only with BT, since my phone doesn't seem to support ANT+ and I don't have other equipment that has ANT+

I use it with Endomondo, and it makes a difference in terms of understanding the HR zones you are running in. There is also direct correlation between how soon you tire, and what your heart rate is.

I'll update review with more details with time.",Seems really good for training,False,
B00INQVYZ8,5.0,"Love this.  I tried a couple of other bluetooth HRM brands after my old Wahoo Blue HRM got stepped on, but they were unreliable and chewed through batteries.  This one transmits to both my watch and phone simultaneously, which is fantastic and the battery still lasts longer.",Excellent.  Much better than the others out there.,True,
B00INQVYZ8,5.0,"Great. Compares well with Polar. Bluetooth link to iPhone 5S seamless. 1 glitch (for just a part of a ride) in over 250 rides compares extremely favorably with Garmin at a fraction of the price.

Cant wait to get cadence at Christmas.",TICKR+ Review - Two Thumbs Up,True,
B00INQVYZ8,5.0,"Works paired to a Garmin Edge 500, with Garmin paired to Bontrager speed sensor and Stages Power Meter. All three work together fine at the same time.",All three work together fine at the same time,True,
B00INQVYZ8,4.0,"After some initial hiccups, this has brought a new level to my exercising. I have worn this while in yoga class, running, mountain biking, and on my indoor spin bike.

This review is being written relative to a Motorola X, 2013 model, currently running Android 4.4.2. The device requires a Wahoo Utility to update the firmware on the sensor. The chest monitor had some connectivity issues during pairing and subsequent firmware updates for the monitor. There were numerous drops and re-pairings required. Once the firmware was finally upgraded on the sensor, it has been rock solid with no dropouts whatsoever.

There is also a Wahoo Fitness app which I use when riding the indoor spin bike. It has several options for different exercise routines. The app forces the screen to stay on, which is very nice (you can of course turn it off if desired). The app has all the basic functionality, speed, cadence, heart rate, and time. Of course being inside, I'm not getting speed from the gps. Right now, I'm only using time and heart rate, but have the Wahoo RPM on my wish list for cadence. I can watch the screen during my workout and time my warm-up to my heart rate. I then usually ""sit"" in a target heart rate range in the 160-170bpm. I will occasionally peak train in the 180's, and back off to the target range. With the heart rate monitoring, I no longer just go spin on the bike and guess or ride endlessly for a period of time. The Wahoo Fitness app can be linked to Strava, once your workout is complete, you can share it right to Strava and see your heart rate:time almost instantly.

I also use the Wahoo Fitness app with the sensor in yoga class. Of course I'm not going to vary my workout here as it's lead by the instructor, but being a data junkie, I find it interesting to track all of my workouts and see how I'm performing.

For outdoor activities, the monitor integrates perfectly with the free version of Strava. Put the monitor on, launch Strava, and it automatically connects and you're ready to work out. No fiddling around with anything.

The strap itself is very comfortable, you get used to wearing it quickly. It does have a red and blue LED which is noticeable under lighter colored shirts.

I don't know that the battery will last a year as claimed, since a month in, my battery is already under 80%. There is no on/off switch for the device, I'm not sure if it wakes up from a bluetooth call or when it comes out of a rest state, from motion sensing?

It's fully waterproof, so I just rinse it off after use and hang to dry.

I specifically chose this device because it also features ANT+ connectivity. I was easily able to pair this with my Garmin Virb Elite action cam. The heart rate data is then captured by the Garmin, and can be overlayed onto the outputted video. Likewise, the Virb also features the ability to export GPS data and map to the heart rate, showing exertion levels per elevation climb, etc.

All in all, I'm very pleased with the device and would highly recommend it.","Some bumps in the road, but smooth sailing since then",True,3
B00INQVYZ8,5.0,Works flawlessly. Connects instantly to Strava and I've been using it for hundreds of miles biking.,Five Stars,True,
B00INQVYZ8,5.0,This product is great for finding your fat burning zone.  No point in exercising if you don't know if you are burning fat or not.,This product is great for finding your fat burning zone,True,
B00INQVYZ8,5.0,"Love, comfortable and works great.","Great item, really works and feels comfortable.",True,
B00INQVYZ8,5.0,Works great. Easy setup.,Five Stars,True,
B00INQVYZ8,5.0,"Another great alternative to the lackluster Garmin products. Ink on the skin facing side is disappearing, don't impact functionality at all. Very accurate across the board and frequently updated. Love it!",Another great alternative to the lackluster Garmin products,True,
B00INQVYZ8,4.0,"I own several heart rate monitors (a Polar and two Garmins) and the Tickr is the most reliable one. The others constantly drop out (lose connection), this one does so only a couple of times an hour. When I am at the gym I rely on sweat to keep the contacts active, when I am cycling I use medical electrode gel as sweat quickly dries out. Bluetooth and ANT+ connections are pretty reliable and I like the ability to upgrade firmware via Bluetooth. Yes, the included instructions aren't much help but a quick trip over to the Wahoo website and you can find everything you need.",Better than the others.,True,2
B00INQVYZ8,5.0,very comfortable works great,Five Stars,True,
B00INQVYZ8,4.0,"Once Wahoo fitness app was downloaded from the Google Play store, synching the TICKR HR monitor to my phone was pretty easy and seamless.  The TICKR was also easy to synch with my Garmin Edge bike computer.  When I'm wearing the TICKR, it quickly connects to my devices and I'm able to monitor my HR using Wahoo Fitness and Endomono. TICKR will not connect with Runkeeper and I have not tried it with the various Map My... apps.  The only negative so far is extremely short life of the battery it came with (~30 hours of use). Luckily, the 2032CR battery is inexpensive and readily available. Most HR monitor batteries last well over 12 month.  Hopefully, in my case it was just a defective battery and not an indication of a defective HR monitor design.

I've now owned the TICKR for several months

Connectivity:  Bluetooth: Nexus 5; Ant+: Garmin Edge 800",Seamless Connectivity but Short Battery Life,True,3
B00INQVYZ8,4.0,"This would be a 5-star review if this thing could keep a connection with my phone and if better-quality apps supported it. It will periodically drop the signal, and there really is nothing to alert me of that, because it just kind of hangs at the same heart rate. I can work around it, but there are times I think I'd be better off going back to my watch and strap...I just hate watches.",Well...,True,
B00INQVYZ8,5.0,This is perfect for tracking your performance. I use the Wahoo app and have it connected to Strava app it really helps keep you on track,Push your self to the next leaval,True,
B00INQVYZ8,5.0,I haven't used it very often yet but works great so far.,Heart is beating,True,
B00INQVYZ8,5.0,Works great with STRAVA,Five Stars,False,
B00INQVYZ8,5.0,I am using this for P90x3 to track my heart rate and calorie burn.  Easy to use.  Automatically sends the data to myfitness pal where i am tracking food and meals.  Have not set burn rates yet.  Also use for cycling and running.,Great for heart rate & calorie burn,True,
B00INQVYZ8,5.0,Works perfect with my S5 Active and Strava. I also use it with the Wahoo app to record cardio in the gym and then upload to Strava to get a suffer score.,HRM with S5 Active and Strava  - perfect,True,4
B00INQVYZ8,5.0,"Having the Wahoo Blue SC running on my iPhone 5S, I added the TICKR heart rate monitor. Easily installed and works flawlessly so far. Great companion for the Blue SC speed and cadence  monitor as training devices.",Easily installed and works flawlessly so far,False,
B00INQVYZ8,5.0,I've been using this for a few weeks now and It has been working well. It synched up to my iphone and RunKeeper. RunKeeper now tells me what my heart rate is.,Accurate and durable,False,
B00INQVYZ8,4.0,"I just got an e-mail message saying my review ""helped"" someone so I figured I'd follow up and add some detail after two months:

The band is a non-issue - yeah it still kind of squishes together on my but that's because of my body and probably not really anything to do with the band.  It hasn't frayed or anything and the snaps are still very tight.  I wash it about once or twice a week on cold with the rest of my cycle gear and let it air dry.  This thing is comfortable to wear and it doesn't slip down on me or anything like that.  I personally never have to do anything with the contact points like wet them down; I just put the thing on and go.  Still no issues with staying connected with my 5S - I easily have 200 miles on it by now.

Never mentioned the app - the app is good.  I personally use Strava (which now integrates with the ""Health"" iOS app in iOS 8 which is cool.  I generally run the Wahoo app at the same time as Strava as I only use Strava for the core portion of my workout and not my cool-down ride afterwards.  I let the Wahoo app run from the very start of my workout (stretching) to the very end (taking off the strap and jumping in the shower) so that app is in charge of documenting everything.  I've had no issues whatsoever with two apps using the sensor at the same time.  I've compared one to the other as well to see if there was some variance to calories or heart-rate but seems identical whether one app or two apps are reading the data from the TIKR.  The interface is nice and clean, it shows your time at a ""burn"" heart rate as well as ""burst"" heart rate.  Some of the work out stuff seems a little gimmicky but I've never used it for that.  I simply let it track everything from the very start to the very finish.

Again, the TIKR is my first HRM so nothing to compare it too.  I looked really hard at the Polar H7 (I think that's the comparable one) and went with the TIKR because... well... I think the marketing got to me - just seemed newer and cooler?  It was geared towards iPhone/iOS?  I dunno - just went with it but the choice was really hard - the LED's are nice for knowing when the thing is ready to go but I guess at this point, I just throw the thing on as I've never had a problem with connectivity.  I'd like to try the H7 or whatever their next version is but frankly, I'd prefer to have the entire Wahoo line work for me.  I plan to get their cadence sensor and would like to try the RFLKT bike computer (once the reviews get better - sounds like it's still kind of buggy and I don't think it has a backlight?).

#############################
Original Review

I love this thing.  Works well with 5S - I've never had it stop transmitting during a workout ever.  I ride about 10 miles a day, 6 days a week - hasn't had a single issue.

I think the band is rather cheap.  If you have some rolls, it will fold over on itself.  I'm not a big guy but when hunched over on my bike, I still have a few rolls :) Usually running it through the wash will straighten things out.  Was annoyed at how much a new band is.  After a month of daily use, it's been fine.

Over all the device is awesome - I just put it on - no dampening the contact points or anything.  I love it.

I should state this is my first HRM so this is my baseline.  Seems well made and LEDs indicating ""on"" and ""heart beat"" are handy.",I love this thing,True,31
B00INQVYZ8,5.0,Just works!,Five Stars,True,
B00INQVYZ8,5.0,Works like a charm. Does exactly what it said it would do.,Great!,True,
B00INQVYZ8,5.0,"Small, comfortable and accurate. I'm using this with my Samsung S4 and to pair the devise to it take a couple of seconds, no problems at all. I tested it at different times during a run and while sitting around the house and it was super accurate (I checked against me and stopwatch just feeling the heart rate). I'm using it with Runkeeper and it works great I can see the graph on their web interface later on and from what I've seen it was accurate with what I was doing and testing. Pretty happy with it.","Small, comfortable and accurate",True,
B00INQVYZ8,5.0,"I purchased the Wahoo RFLKT+, the Wahoo TICKR Heart rate monitor and the Wahoo blue sc speed cadence sensor. The installation was fairly straight forward once I figured oit that the speed sensor needed to be pointing up for my Specialized Roubaix SL2. The spokes hit the speed sensor when pointing down. Pairing/syncing the devices was easy after I put a new battery in the speed/cadence sensor.

I have gone on two rides so far and the system worked flawlessly. The RFLKT+screens are easy to customize or you can pick from some templates. The heart rate monitor is very comfortable. Past experiences with other HR monitors was that they had to be uncomfortably snug in order to pick up the signal. Not the case with this HR monitor. The speed cadence sensor worked as expected. My rides were for 1:30 and 1:45 so far and the battery life of my Iphone 5S was at 90% and 92%, respectively. I think the battery life will be fine but I have ordered a small external battery for long rides for peace of mind. For each ride I starrted Wahoo Fitness, turned off my iphone sreen and placed it in my under seat small saddlebag. I had no issues with the blue tooth communications.

So far, i love the product and highly recommend it.  I will update review if i have any issues.",Great Product,True,2
B00INQVYZ8,5.0,"Update 10/15/14 The Wahoo tracker has been replaced and the new one works great. Hopefully it can hold up this time. Wahoo technical support has been great and has replaced the defective units with a new one each time. Hopefully this one keeps working.

This is an update:

The Wahoo Ticker has been replaced 2x by Wahoo and the 3rd one is dead. Replaced batteries with new ones, won't give any indication of lights, won't connect to Wahoo Utility, Strava or even the GPS. I don't know what is going on with these units but 3 since July. I only run and bike with the HRM and can't figure out why multiple units would go dead like that. I do not swim or get it near water so that should not be an issue. The units have all died the same way no notice just decided to stop working, you try and change battery but no luck. Customer service it good and they get a replacement unit out right away but it is an annoyance to keep replacing it.

Contacting support again for a replacement, all I want is a unit that will stay working. When it does work I have no issues with a Timex Ironman watch and my Galaxy S4 phone. I always have to carry a back up HRM with me that is not bluetooth so I only get data to the watch and not the ap.

I really want to give the unit a ""5"" star rating but since it goes down so much I have to lower rating to a 2

------

old review:

Works great I can connect the ap on the phone and the bike computer at the same time to get the heart rate.",Works great when it works but going for 3rd,True,
B00INQVYZ8,5.0,Great Heart Rate Monitor!  This works wonderfully.  The blue lights up when it is on and the red flashes when the heart rate is working.  It seems to always work where other straps I had to fiddle with constantly.  He transmits to my Garmin Vivovit and my Iphone at the same time.  I found out Bluetooth only transmits to one master but the ANT will transmit to multiple masters.  This is a limit of the technology not this strap.  Having both the Bluetooth and the ANT this works great.  I have a very large chest and the strap fits comfortably.,Great Heart Rate Monitor,True,
B00INQVYZ8,5.0,Works great with strava on my Samsung galaxy s5...,Five Stars,True,
B00INQVYZ8,5.0,"I've been using this heart rate monitor for a few weeks now, and I'm happy as can be with it.  The monitor is paired with my iPhone 5s, draws a negligible amount of juice, and works with my Bluetooth headphones also paired and operating.  A normal run for me is anywhere from one to two hours, listening to Spotify, and with 2 Bluetooth devices and music streaming over the LTE network for 2 hours, the most my battery has drained has been about 1/4 on a full charge.  I track all my runs with Runkeeper, which recognized the monitor without any effort on my part beyond turning on Bluetooth.  It's accurate, light, keeps track of great info, and has a great price point.  What's not to like?",and I'm happy as can be with it,True,2
B00INQVYZ8,4.0,"It works, but....First, my phone: Android, Samsung Note II with Sprint using Strava. It does work, and it does work well. I matched my exertion against my heart rate today and was able to keep it fairly constant. Total success would give it 5 stars.

Why 4? Packaging is one reason: it says Apple all over it and does not say a thing about Android. Their website does, but when the package arrived, I thought it was a mistake, that I had received an older model.

Instructions. There is no button or slide switch to turn it on. It does so when you connect the strap and put it on. In addition, the website has a video, but some of us like to read. Something simple like: ""Simply put it on and it will start up."" would have been nice.

Back to the things I like:
*I thought the strap would be inferior quality, but it isn't. It should last a long time.
*Comfort: my legs demand my attention and the strap doesn't. It is comfortable and doesn't slip.
*It says to use saliva or gel to establish contact with the skin, but the saliva works fine.
*I don't have to use another app, nor a watch, nor do I need to transfer data. Easy.
* The reason I bought it: to monitor my heart rate. It works just like it says and my health is improving because of it.

I can see more of these coming into my home.","Very happy, except...",True,8
B00INQVYZ8,5.0,"Easily setup with my Runmeter app on my iphone.  It seamlessly works when I am running.  Very easy to use, just put it on and it works!","Very easy to use, just put it on and it works!",True,
B00INQVYZ8,5.0,My wife is making me buy her one now.,Five Stars,True,
B00INQVYZ8,5.0,Works great!  Very easy to connect to my iPhone 5s and works well with cyclemeter app,Works great! Very easy to connect to my iPhone 5s ...,True,
B00INQVYZ8,5.0,"Excellent heart rate monitor! I've used several from different manufacturers and this is the best so far...consistent performance, no surprises. It works consistently and accurately with all my apps on my  iPhone 4S when I am cycling, using an elliptical or a cross trainer.",It works consistently and accurately on my iPhone 4S!,True,
B00INQVYZ8,4.0,"I have been using the TICKR for a couple of months with my Moto G Android phone and I am very pleased with it. At first there were a couple of issues with spikes, but they were rapidly taken care of with a following version of their Wahoo Fitness App. Only thing missing was for the HR monitor to work with Runkeeper, and today I paired them successfully.

Follow the instructions in the link, they are extremely easy to follow, just press on the Heart icon on the main start screen choose ""TICKR"" and that's it.

http://support.runkeeper.com/hc/en-us/articles/203496577-How-To-Pair-Your-Heart-Rate-Monitor",Now works with Runkeeper for Android!!,False,
B00INQVYZ8,5.0,"Initial impression: very handy, accurate, unobtrusive, easy to use

Pros: easy to set-up (both monitor and iPhone app) and pair; elastic band is plenty big for my over-sized ribcage; band doesnt slip even during intense and long running sessions; small chest monitor doesnt impede movement or natural stride in any way or feel uncomfortable

Cons: none so far, although Id recommend that Wahoo improve the directions for use as I only knew what to do after opening the box as Id researched the product extensively  may be confusing for first time or non-techie users

Im a semi-new runner that runs 4-6 miles per day, 6 or 7 days a week, on a treadmill  Im no gym bunny but I wanted to constantly monitor my heart rate during a running session to see how changes in incline and speed affected my pulse. Since using the monitor on a treadmill wasn't accurate (need to bend over and grab some handles which slows my pace and heart rate), Wahoos monitor seemed like a great option. I was really impressed when I opened the box as it was easy to put the monitor together and align it on my chest, and pairing with my iPhone was an absolute breeze. Once I snapped the connectors on the band to the monitor, the monitor blinked blue (Bluetooth) and orange lights, letting me know it was connected and ready to go. Wow! I instantly got on the treadmill and tried a whole bunch of incline/speed combos and this monitor/app combo is FAST. Numbers are in big bright red font on the app, making it easy to read a few feet away, and are updated constantly to where I didn't see a delay. As I also have an active Bluetooth connection to my FitBit and running earbuds, it was nice to see that 3+ connections to my iPhone wasn't a problem for heart rate accuracy. My initial one hour run didn't pose a connection problem for the monitor and it was updating every second; I even tried opening a new app over Wahoos several times to see if it would drop the connection or lag (which it didnt!!). Very impressed so far.
Ive been researching different monitors to find the best one out there and was impressed by Wahoos customer feedback, and finally bought this device as a reward when I hit my latest running milestone. Ill follow up with more comments as I use it, as the only negative feedback that I heard was regarding intermittent connectivity issues and another person saying that it was a battery hog.",So far a *great* little device that pairs easily and just works,True,9
B00INQVYZ8,5.0,"Short of using a power meter, training by heart rate is the best indicator of effort. This heart rate monitor pairs perfectly with my iPhone and compliments the RFKLT cycling computer and BlueSC sensor. I'm very happy with this setup.",Works great. Helpful Data,True,
B00INQVYZ8,5.0,"If you're not a health guru and are just getting started to finding your way to fit- this product is key! Not only can it streamline beautifully with my apps, its comfortable, machine washable and super durable. I find that when I look down at my phone and see my stats- it's only MORE encouraging to see how much further I can push myself. It give accurate reads 95% of the time and with the app- I can track my progress carefully and monitor the stats over time. Definitely recommend this to everyone and anyone who really wants to see results and KNOW why they are happening!",What did I do before this thing?,True,
B00INQVYZ8,5.0,This thing is actually pretty darn awesome...instead of having an ANT+/Garmin heart rate strap and then getting an additional one if you sometimes use your smartphone to track your heart rate (BLE) you get it all in one!  It works pretty darn well and I've never had problems pairing to any of my Garmin devices or my iPhone 5.  Really comfortable fit and seems to track things nicely without a lot of jumping around (of course the conductivity gel probably helps some too :D) but all in all no complaints at ALL!!!,Awesome!,True,
B00INQVYZ8,4.0,"I was about to order this, but in speaking with Wahoo customer support, they let me know of a brand new addition to the line -- the TICKR ""RUN"" strap (it's $79.99 instead of $59.99). From their site:

  ""The next evolution in heart rate monitors for running is Wahoo's TICKR RUN. It comes with all the same features as the TICKR, including dual band technology and Wahoo's Burn & Burst Training Plan(tm) however, it has added features just for runners. The TICKR RUN evaluates your running form with Running Smoothness(tm), measures stride rate, vertical oscillation, ground contact time, and running cadence, plus allows you to capture data from your treadmill workout on your phone. This is the perfect all-in-one training tool for every runner!""

I've ordered this and will try to remember to post my experience.","There is also a new ""TICKR RUN"" product for $20 more",False,
B00INQVYZ8,5.0,"Finally, a seemless way to track my heart rate through both bluetooth and ant+.  I have flawlessly connected this to my iphone using the Wahoo App and Strava, my computer using TrainerRoad, and both my Garmin and Wahoo bike computers.  The TICKR has connected easily in every instance, and provides accurate and consistent results - with my other straps, I was always having connection issues as well as spikes and drop outs in recording HR.  For that alone, this product is worth it.  However, it also includes the Burn/Burst training platform to really help me feel like I am making every workout count.  Couldn't recommend this product more.",Highly Recommend!!,False,
B00INQVYZ8,5.0,"I have now used this in both modes. ANT+ and Bluetooth.

It connects to my Garmin bike computer, my garmin trail GPS AND my iPhone with ease. Liking it enough to investigate what other things Wahoo can add to my digital fitness",Works great,True,
B00INQVYZ8,4.0,"I had to return my first one because it stopped pairing after about 20 minutes of testing with my iPhone 5.  I tried replacing the batteries and even exchanged emails with support for a week so I'm a bit concerned over quality which is why I took off a star.

I gave my second one a go last night.  I used it with iSmoothRun for a 45 minute run.  It paired quickly with the app and as far as I could tell it didn't lose connection during the run.  The app chimed in to let me know at regular intervals if I was ""in zone"" or out of it.  It worked out just like I'd hoped it would to keep me in my heart rate zone when training.

The contacts didn't have trouble working with my hairy chest (tmi? sorry).  The unit is lightweight and didn't bounce or move around during the run.","Works well, wonky firmware?",True,
B00INQVYZ8,4.0,"The unit is easy to setup and use, even though documentation is limited.  Best used with an iphone as android support with FLICKR is not great.  While the heart rate monitor works very well, the lack of compatibility with bluetooth headphones is a major downside for some.",Does not work with bluetooth headphones,False,2
B00JCZNB5A,5.0,Works great but easy to lose.,Works great,True,
B00JCZNB5A,5.0,Works great on my Kimber tactical 11,Fine buy,False,
B00JCZNB5A,5.0,works great,Five Stars,True,
B00JCZNB5A,4.0,"I got this off EBay for my Kimber Ultra CDP II .45.  After having the person in the store show me how to do a take down of this gun and see him scruff the black coated metal with the take down tool that comes with the gun I was determined to find a better solution.  THIS IS IT.  You will struggle with field stripping the gun with the stock metal take down tool.  It scratched the black finish as well as the front of the gun just below the barrel opening.  Even with the stock take down tool inserted I struggled to get the slide lock pin out and when I did I dropped it and it too scuffed the black metal.

So, I sold the gun on Gunbroker for a FEW hundred dollars less than what I paid for it.  I then purchased another NEW non-scuffed Kimber as well as this plastic tool.  It seriously is the best purchase I have made for this gun.  With the slide locked just snap this plastic tool on then release the slide.  The slide lock will align perfectly to be removed - no fuss - no slide adjusting - no hassle!  Re-insert the slide lock pin, remove the plastic take down tool and then rack it - it is that easy.

Kimber - why do you not have such a tool that comes with this $1300 gun???

The only issue I have with the take down tool is the price - $20 for a small piece of plastic?  Really?  Well, if it protects my Kimber and makes it easy to take down I am sold.",Take down is now SIMPLE with this tool - Kimber Ultra CDP II .45,False,2
B00JCZNB5A,4.0,I have a Kimber Ultra Ten. This tool makes dis-assembly so easy. Easy to put on and take off guide rod.,Works great,True,
B00JCZNB5A,5.0,It worked on my three inch Kimber. 45.,Works,True,
B00JCZNB5A,5.0,easy to use.,Five Stars,True,
B00JCZNB5A,5.0,great,Five Stars,True,
B00JCZNB5A,4.0,The insert works great for removing the slide release . The four star Is only because putting the tool on and off the ejection rod is a little difficult.,Replaced the Kimber tool,True,
B00JCZNB5A,5.0,"Got what
I wanted !!!",Got what I wanted!!!,True,
B00JCZNB5A,5.0,"No idea why Kimber doesn't come with these but a MUST if you have one.  Of course if they did NDZ would be out of business :-)

Don't think, just buy. Or wait til your spring goes across the room at 100mph into something.  Then think to yourself.... should have bought this.","DON""T THINK ABOUT IT...JUST BUY IT",True,
B00JCZNB5A,5.0,"Kimber 1911 .45 9mm 3"" barrel Ultra II...woks perfectly to take down my Kimbers for cleaning. Easy on and off. Highly recommend for Kimbers.",Easy on and off,True,
B00JCZNB5A,5.0,Product works very well. Makes it easy to breakdown and clean Kimber Ultra.,Makes it easy to breakdown and clean Kimber Ultra,True,
B00JCZNB5A,5.0,"Great toolbar 3' Kimbers, also manufacturer great Customer Service",Five Stars,True,
B00JCZNB5A,5.0,"The small adapter worked on my 3"" ultra. and after reading the instructions the long adapter lined up the take down lever like it claimed on my 4"" Tactical. I'm changing my review to 5 stars,",Short and long adapter work great.,True,
B00JCZNB5A,5.0,Nice product and makes things easier than finding a small Allen wrench for my Kimber 1911.,Five Stars,True,
B00JCZNB5A,5.0,Solved so many issues and so easy to use.  Ordered several of these to give to friends.  One also for the range bag and one for the bench.,Solved so many issues and so easy to use,True,
B00JCZNB5A,5.0,worked as I had hoped.,Five Stars,True,
B00JCZNB5A,5.0,"Made a mistake on my original review. Excellent product worked great. Received on time.
Sorry NDZ for other review.",Second review to correct 1st review. My mistake.,True,
B00JCZNB5A,5.0,works as promised,Five Stars,True,
B00JCZNB5A,5.0,"Great tool. Sure helps when breaking pistol down. Makes disassembly and assembly ""fiddle free"".",Great Tool,True,
B00JCZNB5A,5.0,Get tool to help filed strip your kimber with the need to of the little pin.  I highly recommend make it so  much easier to filed strip and put back together.,I highly recommend make it so much easier to filed strip and ...,True,
B00JCZNB5A,5.0,"Love all my Kimbers but like everyone else, hate the take down tool it comes with.  This one worked like a charm and makes it easy & simple.  Now I need the other device for all my full size and 4 inch.  NDZ shipped this to me fairly fast too.",Great Product simple.,True,
B00JCZNB5A,5.0,"Great product works as described..,Would recommend...",Five Stars,True,
B00JCZNB5A,5.0,The long one works great on my Lumber Ultra CDP II.,Five Stars,True,
B00JCZNB5A,5.0,Works good on my kimber ultra 2 compact.,Five Stars,True,
B00JCZNB5A,5.0,"Toss the little allen wrench away, this baby goes in easy and lines you up right where you need to be for the take down pin.",Love it.,True,
B00JCZNB5A,4.0,"I really only needed the longer tube.  These should come standard from Kimber with the gun instead of the piece of wire they give you!  I was shocked at paying $23.00 for such a tiny piece of plastic, but they've got you over a barrel if you want to clean your gun more easily.  It would get 5 stars if the price was fair.  The plastic cost is probably 1 cent .  I think a fair price would be $5 - $10 max... It's a rip off, but I needed it. :(",A needed rip off $$$.,True,4
B00JCZNB5A,5.0,Great product,Five Stars,True,
B00JCZNB5A,4.0,About $20.00 too much.......but  a very good idea!  Five stars if priced even 50% less?,Gotta Pay to Play?,True,
B00JCZNB5A,5.0,"What a difference between holding the slide [22 lbs] open and just putting the block in place to hold open the slide. I have four Kimbers that I need this fitting to remove the slide stop, Worth every penny. I'm not King Kong so buy one.",King Kong say buy one.,True,
B00JCZNB5A,5.0,"If you own a Kimber, this tool is a most. I highly recommend it...",I highly recommend it.,True,
B00JCZNB5A,5.0,Works absolutely Fantastic!!!!!,Five Stars,True,
B00JCZNB5A,5.0,Thanks,Five Stars,True,
B00JCZNB5A,4.0,Both work well but hard to remove.  They do their job in holding the spring in place while cleaning.,Four Stars,True,
B00JR61HKA,4.0,"Solid and simple. I spent a lot of time researching scope mounts for my M-56 SKS. I needed one as low as possible but solid secured to the frame. I'm with out a shop  to do any drilling and tapping. This one hit all the marks. Very easy to install and I think it makes the rifle a lot more flexible. My only concern is how long this will last, before coming loose.
I order the scope next week and maybe ill follow up with that.
This my SKS project. I am attempting to over come all of the rifles short comings and this gives me a lot to do.",Simple and Easy,True,27
B00JR61HKA,5.0,Great design works well would highly recommend to my friends. Some filing was required but that was expected all in all the install only took about an hour and 15 minutes shoot straight is very stable,Very satisfied,True,4
B00JR61HKA,4.0,great scope mount. a little on the heavy and bulky side (otherwise i'd give it 5 stars) it fit right onto my norico very tight without any filing or modification ( i gently tapped it into position with a rubber mallet so it wouldn't loosen up too much after the initial firing) looks great and required no modification to the gun which i like.,great scope mount. a little on the heavy and bulky side,True,
B00JR61HKA,5.0,Fit's and hold's great on my SKS!!!,Five Stars,True,
B00JR61HKA,5.0,"The first cover that I received in the may didn't fit my sks yugo. I decided that I would try again. Amazon set me a return merchandise via email, I ordered another one and what do you know fit perfect. Very happy..",I ordered another one and what do you know fit perfect. Very happy,True,
B00JR61HKA,5.0,"Seems like a winner.  56 Yugo SKS, I ended up filing microns off the clips and tapping into place with rubber mallet.  Fits super snug, no wiggle.  Got a UTG 36 color 4x32 scope to go on it, gotta say it's much better off than the bubbafied POS it was when I got it from the pawn shop.

When filing the clips to get a good fit, take it slow.  Try fitting it, then file a bit, then fit, then file until it fits right.","Fits Yugo, be patient and go slow.",True,
B00JR61HKA,5.0,"This fit nice and tight without any modification to the receiver cover, or the gun. It was without any wiggling without even using the set screws. Yugo SKS. This thing literally dropped right in and fit perfect.",This is awesome! Yugo sks owners looking to mount a scope should buy this.,True,
B00JR61HKA,5.0,"Absolutely beautiful, very little filing I had to do, just spend the extra $ and save yourself the headache, buy this!!!","Absolutely beautiful, very little filing I had to do",True,
